page_id_pag,page_title,gt_region,lat,lon
22760524,Blackfriars_Ships,LND,51.5109,-0.1038
44506957,Newman_Arms,WES,51.518124,-0.135326
44507001,The_Marquis_of_Granby,WES,51.518059,-0.13468
44661989,"Chigwell_Hall,_Essex",NA,51.6248,0.0762
44676987,Sarratt_Bottom_nature_reserve,BNE,51.6794,-0.51022
44730649,Hampstead_Heath_Woods,NA,51.568,-0.16709
16650352,Millbank_Millennium_Pier,NA,51.491864,-0.124992
45026111,Cartwright_Gardens,NA,51.5268,-0.127
45076975,Candy_Bar_(London),NA,51.5149,-0.1336
45219373,Lee_Valley_Hockey_and_Tennis_Centre,WFT,51.55305,-0.01513
45374288,89_Albert_Embankment,LBH,51.48794683,-0.123724
46304976,The_Lairage_Land,BNE,51.6448,-0.4059
46516553,The_Withey_Beds,BNE,51.6345,-0.4438
46644458,Tottenham_Cemetery,NA,51.603,-0.078
46968481,The_Duke_of_Hamilton,NA,51.558793,-0.177554
47151603,"Mark_Masons'_Hall,_London",NA,51.50523,0.13839
47148318,Brook_House_(Park_Lane),NA,51.51133333,-0.15702778
47301124,77–78_Pall_Mall,NA,51.5057,-0.1362
47345921,Holborn_Library,NA,51.521,-0.1155
47383878,Prestwick_Road_Meadows,BNE,51.6176,-0.388
47400555,Zetter_Hotel,ISL,51.52271,-0.10373
47670016,"The_Station,_Stoneleigh",NA,51.362973,-0.24781959
47678971,"White_Hart,_Grays",NA,51.473968,0.322451
47672354,"Stag's_Head,_Hoxton",NA,51.536333,-0.080785
47669931,"Rose_and_Crown,_Stoke_Newington",NA,51.561011,-0.083713
47680189,"The_Angel,_Hayes",NA,51.524934,-0.433305
47669796,"Victoria_House,_Greenwich",BKM,51.4719,0.05386
47681780,"The_Palm_Tree,_Mile_End",NA,51.52916,-0.040718
47707541,"The_Bedford,_Balham",NA,51.44267,-0.149281
47780289,West_London_Coroner's_Court,HMF,51.47362,-0.18563
47780792,St_Pancras_Coroner's_Court,CMD,51.53612,-0.13011
47780965,Southwark_Coroner's_Court,SWK,51.501448,-0.0908
47780577,Westminster_Coroner's_Court,WSM,51.494768,-0.131697
47807023,Valoem/Passione_(restaurant),CMD,51.51833333,-0.13444444
47898014,"Windsor_Castle,_Maida_Vale",WSM,51.52337,-0.19784
48192414,"Douglas_House,_London",RIC,51.51147222,-0.18208333
48455133,New_Queens_Park,NA,51.5264,-0.2461
38976127,Electra_House,NA,51.5177,-0.0882
48616977,"Alexandra_Hotel,_Knightsbridge",KEC,51.50232,-0.15514
48709189,The_Condé_Nast_College_of_Fashion_&_Design,NA,51.51411,-0.13074
48755420,"George_and_Dragon,_Shoreditch",HCK,51.52969444,-0.07461111
48803397,Curtismill_Green,NA,51.6482,0.192
